Video Time,Commenter,Time,Comment,cleaned_comment,cluster
,মেধার মঞ্চ,,উপদেষ্টা পরিষদ থেকে ফারুকী সহ আওয়ামী ল্যাসপেন্সারদের বাদ দেন। উপদেষ্টা পরিষদ ভালো করে সাজানো আপনার দায়িত্ব।,উপদেষ্টা পরিষদ থেকে ফারুকী সহ আওয়ামী ল্যাসপেন্সারদের বাদ দেন উপদেষ্টা পরিষদ ভালো করে সাজানো আপনার দায়িত্ব,3
,P.R.D.,,জয় হাসিনা জয় বাংলা জয় ভারত,জয় হাসিনা জয় বাংলা জয় ভারত,4
,Doraemon lover,,জয় পদ্মাসেতুর নাটবল্টু,জয় পদ্মাসেতুর নাটবল্টু,3
,md naem,,দ্রব্য মুল্যের দিকে ফোকাস না দিলে সবাই মারা যাবো,দ্রব্য মুল্যের দিকে ফোকাস না দিলে সবাই মারা যাবো,3
,Avi,,mitta ktha bolien na,mitta ktha bolien na,2
,MSR,,দ্রব্যমূল্যের দিকে তাকান।,দ্রব্যমূল্যের দিকে তাকান,3
,MD MAHMUDUL ISLAM,,hey Yunus,hey yunus,2
,hozrat Ali,,আমরা বালো কিচু আসা করি,আমরা বালো কিচু আসা করি,0
,Omar Faruq,,গুড,গুড,2
,Fardin Islam,,NOUKA,nouka,2
,Md Mahibul Islam,,ট্রাম্পলীগ,ট্রাম্পলীগ,2
,B So,,আলহামদুলিল্লাহ,আলহামদুলিল্লাহ,1
,Nahid Islam official,,ফারুকির অপসারন চাই,ফারুকির অপসারন চাই,0
,Md Alamin,,জামাত ইসলামি সিরাজ গজ,জামাত ইসলামি সিরাজ গজ,3
,Nazmul Islam,,আহতদের জন্য কচু করছেন! এর,আহতদের জন্য কচু করছেন এর,2
,jasim uddin,,নৌকা নৌকা নৌকা নৌকা,নৌকা নৌকা নৌকা নৌকা,0
,Islam Mia,,আগে আইনি কাঠামো ঠিক করো,আগে আইনি কাঠামো ঠিক করো,2
,Tasnim,,hmm,hmm,2
,md s alom,,thanks,thanks,2
,Shamimbhuyah,,বাংলাদেশে নির্বাচন চাই নির্বাচন,বাংলাদেশে নির্বাচন চাই নির্বাচন,3
,Hossain Masum,,এসব মিথ্যে আশ্বাস দিয়ে মানুষকে লাভ নাই,এসব মিথ্যে আশ্বাস দিয়ে মানুষকে লাভ নাই,3
,Nazmul Nazmulhuda,,ফারুকীর পদত্যাগ চাই,ফারুকীর পদত্যাগ চাই,0
,Star Tv 24,,ফারুকীর পদত্যাগ চাই,ফারুকীর পদত্যাগ চাই,0
,Garden & Pet Lovers,,ইনশাআল্লাহ বিচার হতেই হবে।,ইনশাআল্লাহ বিচার হতেই হবে,1
,NEW TIME 99,,শুভকামনা রইল,শুভকামনা রইল,2
,Red Entertainment,,"আপনি এই পানি পড়া কতদিন চালাইবেন,জাতি জানতে চায়",আপনি এই পানি পড়া কতদিন চালাইবেন জাতি জানতে চায়,3
,opps,,ইসরাইল এর জয়,ইসরাইল এর জয়,2
,Nutri,,ban harpic league,ban harpic league,2
,Omar Faruq,,Go ahead,go ahead,2
,Fuad Ahmed,,জয় bongoboltu,জয় bongoboltu,2
,Md Imran,,জয় বাংলা জয় বঙ্গবন্ধু শেখ হাসিনা সরকার বার বার দরকার,জয় বাংলা জয় বঙ্গবন্ধু শেখ হাসিনা সরকার বার বার দরকার,4
,Aizen,,ছাত্র আন্দোলন কে ব্যবহার করে রাজনৈতিক দুর্বৃত্তদের ব্যবহার করে #পুলিশ হত্যা ছিল তাদের 'মেটিকুলাস প্ল্যান' এর অংশ|#BangladeshCrisis #SaveBangladesh #BangladeshPolice #AttackOnPolice #DrYunus,ছাত্র আন্দোলন কে ব্যবহার করে রাজনৈতিক দুর্বৃত্তদের ব্যবহার করে পুলিশ হত্যা ছিল তাদের মেটিকুলাস প্ল্যান এর অংশ bangladeshcrisis savebangladesh bangladeshpolice attackonpolice dryunus,3
,Happy Cabin,,এনজিও আর দেশ চালানো এক নয় বাপু,এনজিও আর দেশ চালানো এক নয় বাপু,2
,Md.Mohiuddin Mim,,হাসিনার বিচার করতেই হবে।,হাসিনার বিচার করতেই হবে,0
,Noore Alam,,জয় বাংলা,জয় বাংলা,4
,Ijaj Ahmed Ripon,,ইনকিলাব জিন্দাবাদ,ইনকিলাব জিন্দাবাদ,3
,Anik Hasan anik,,joy baglaaaaa,joy baglaaaaa,2
,Farhan Monsur,,লীগ,লীগ,1
,nurmike computer,,জয় বাংলা. জয় বঙ্গবন্ধু,জয় বাংলা জয় বঙ্গবন্ধু,4
,Sm Firoz,,আলহামদুলিল্লাহ,আলহামদুলিল্লাহ,1
,Ema,,carry-on,carry on,2
,Ali Hassan Bappy,,ভারতের চারপাশের দেশগুলোর সাথে বন্ধুত্ব করতে হবে আমাদের,ভারতের চারপাশের দেশগুলোর সাথে বন্ধুত্ব করতে হবে আমাদের,3
,MD Ruhul Amin,,আওয়ামী লীগ দেরকে উপদেষ্টা নিয়োগ দিচ্ছেন কেনো,আওয়ামী লীগ দেরকে উপদেষ্টা নিয়োগ দিচ্ছেন কেনো,3
,Md Alom,,আলহামদুলিল্লাহ,আলহামদুলিল্লাহ,1
,ASADULAH,,আল্লাহ সকল কে সঠিক বিচার পাওয়ার তৌফিক দান করুন।,আল্লাহ সকল কে সঠিক বিচার পাওয়ার তৌফিক দান করুন,0
,Moja,,কমেন্ট পড়তে আসলাম,কমেন্ট পড়তে আসলাম,2
,AAT Technology 2024,,hasu apa gamja khor,hasu apa gamja khor,2
,Subarna's plantbook,,good luck,good luck,2
,Uzzal Hasan,,চলতে থাকুক সংস্কার। ধৈর্য ধরে সাথে আছি।,চলতে থাকুক সংস্কার ধৈর্য ধরে সাথে আছি,0
,US Dollor,,100,100,2
,MD MAHMUDUL ISLAM,,hey yunus,hey yunus,2
,Md Ebrahim,,দ্রব্যমূল্যের দাম অনেক বেশি এগুলো নিয়ে কাজ করতে হবে,দ্রব্যমূল্যের দাম অনেক বেশি এগুলো নিয়ে কাজ করতে হবে,3
,Md Imran,,জয় বাংলা জয় বঙ্গবন্ধু শেখ হাসিনা সরকার বার বার বার দরকার,জয় বাংলা জয় বঙ্গবন্ধু শেখ হাসিনা সরকার বার বার বার দরকার,4
,স্নেহা এন্টারপ্রাইজ,,শুধু শুধু কথার ফুলঝুরি,শুধু শুধু কথার ফুলঝুরি,2
,Farhan Monsur,,লীগে,লীগে,1
,Nure Jannat,,নাগরিক ছাএ অধিকার চাই,নাগরিক ছাএ অধিকার চাই,0
,Mehedhi Hasan,,"আলুর দাম কমান, খালি শহীদ শহীদ করলে হবে না, ১৯৭১ সালে ও ৩০ লাখ শহীদ হয়েছিল",আলুর দাম কমান খালি শহীদ শহীদ করলে হবে না ১৯৭১ সালে ও ৩০ লাখ শহীদ হয়েছিল,1
,Rafi Ahmed,,সোহেল তাজকে উপদেষ্টা হিসেবে চাই।,সোহেল তাজকে উপদেষ্টা হিসেবে চাই,0
,Hudashamsul Shamsul,,ডক্টর ইউনুস জিন্দাবাদ,ডক্টর ইউনুস জিন্দাবাদ,3
,Zakaria Khan,,We are with you,we are with you,2
,Babul Hossain,,ধন্যবাদ যমুনা টিভিকে,ধন্যবাদ যমুনা টিভিকে,2
,Md Sumon Sarkar Bappy,,সাধারণ মানুষ বিপদগ্রস্ত হচ্ছে হটাও ইউনুস বাছাও দেশ,সাধারণ মানুষ বিপদগ্রস্ত হচ্ছে হটাও ইউনুস বাছাও দেশ,3
,Md Abid Hasan Zidan,,joy bangla ],joy bangla,2
,Omar Faruq,,বাকশাল নিপাত যাক,বাকশাল নিপাত যাক,3
,Miazi Media,,hahahaha pagol,hahahaha pagol,2
,Me Djnj,,ভাষন না দিয়ে জিনিস পত্রের দাম কমান।,ভাষন না দিয়ে জিনিস পত্রের দাম কমান,3
